$__.activePaths.paths._id,$__.activePaths.paths.name,$__.activePaths.paths.url,$__.activePaths.paths.image_small,$__.activePaths.paths.image,$__.activePaths.paths.__v,$__.activePaths.states.init._id,$__.activePaths.states.init.name,$__.activePaths.states.init.url,$__.activePaths.states.init.image_small,$__.activePaths.states.init.image,$__.activePaths.states.init.__v,$__.skipId,$isNew,_doc._id,_doc.name,_doc.url,_doc.image_small,_doc.image,_doc.__v
init,init,init,init,init,init,true,true,true,true,true,true,true,false,"""633370fcc64c658da86ae637""",jc leyendecker,https://de.wikipedia.org/wiki/Joseph_Christian_Leyendecker,https://upload.wikimedia.org/wikipedia/commons/2/2e/JC_Leyendecker.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/JC_Leyendecker.jpg,0
